项目性质,项目名称,所属行业,组织形式,招标方式,招标编号/项目编号,招标条件/说明,中标人名称,中标价格,其他公示内容,监督部门,招标人/采购人,招标人地址,招标人联系人,招标人联系方式,招标代理机构,招标代理机构地址,招标代理机构联系人,招标代理机构联系方式,发布日期,发布网站,详情页面
依法,太原华新液化天然气有限公司冷却器加工服务中标结果公示,房屋建筑,常规招标,公开招标,HXZB-FW20260226,太原华新液化天然气有限公司冷却器加工服务（招标编号：HXZB-FW20260226），确定001第一标段的中标人如下:,山东捷盛化工设备有限公司,699000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新液化天然气集团有限公司,太原华新液化天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,王挺、周文博,0351-2453225、2221733、2221755,2026-03-24 15:09:11,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2036338909835808768
依法,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采(005标段)二次招标中标结果公示,房屋建筑,二次招标,公开招标,HXZB-HW20260206,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采（招标编号：HXZB-HW20260206），确定005第五标段的中标人如下:,江特科技股份有限公司,2936987.83元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-03-23 10:34:03,"华新阳光采购平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2035907044129755136
依法,山西华新煤成气勘查开发有限公司2026年榆社东区块煤层气测井技术服务中标结果公示,房屋建筑,常规招标,公开招标,HXZB-FW20260129,山西华新煤成气勘查开发有限公司2026年榆社东区块煤层气测井技术服务（招标编号：HXZB-FW20260129），确定001第一标段的中标人如下:,河南省地质研究院,4090000.00元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新煤成气勘查开发有限公司,山西华新煤成气勘查开发有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-17 14:53:04,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2033725848205512704
依法,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘查项目三维地震中标结果公示,房屋建筑,常规招标,公开招标,HXZB-FW20260209,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘查项目三维地震（招标编号：HXZB-FW20260209），确定001第一标段的中标人如下:,山西省煤炭地质物探测绘院有限公司,24058500元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新煤成气勘查开发有限公司,山西华新煤成气勘查开发有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-16 11:13:03,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2033371029213138944
依法,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采(003标段)中标结果公示,房屋建筑,常规招标,公开招标,HXZB-HW20260206,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采（招标编号：HXZB-HW20260206），确定003第三标段的中标人如下:,交城县万和燃气管阀有限公司,876855.79元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-03-16 10:26:36,"华新阳光采购平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2033352797756444672
依法,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采(004标段)中标结果公示,房屋建筑,常规招标,公开招标,HXZB-HW20260206,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采（招标编号：HXZB-HW20260206），确定004第四标段的中标人如下:,温州鹏象管件有限公司,896631.78元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-03-16 10:26:33,"华新阳光采购平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2033353200199913472
依法,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘探井钻压一体化工程(003标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260205,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘探井钻压一体化工程（招标编号：HXZB-GC20260205），确定003第三标段的中标人如下:,北京大地高科地质勘查有限公司,29132800.00元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新煤成气勘查开发有限公司,山西华新煤成气勘查开发有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-16 10:26:30,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2033343833127899136
依法,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘探井钻压一体化工程(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260205,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘探井钻压一体化工程（招标编号：HXZB-GC20260205），确定002第二标段的中标人如下:,中煤科工西安研究院（集团）有限公司,27492800元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新煤成气勘查开发有限公司,山西华新煤成气勘查开发有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-16 10:26:27,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2033343751309611008
依法,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘探井钻压一体化工程(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260205,山西华新煤成气勘查开发有限公司2026年山西省榆社东区块煤层气勘探井钻压一体化工程（招标编号：HXZB-GC20260205），确定001第一标段的中标人如下:,内蒙古煤勘集团钻探工程有限责任公司,31101687元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新煤成气勘查开发有限公司,山西华新煤成气勘查开发有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-16 10:24:15,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2033343385088151552
依法,太原煤炭气化（集团）晋中燃气有限公司、晋中市中心城区洁源天然气有限公司年度燃气工程无损检测中标结果公示,房屋建筑,常规招标,公开招标,HXZB-FW20260205,太原煤炭气化（集团）晋中燃气有限公司、晋中市中心城区洁源天然气有限公司年度燃气工程无损检测（招标编号：HXZB-FW20260205），确定001第一标段的中标人如下:,山西通运检测技术服务有限公司,109.3元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-03-13 11:25:00,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2032295203671494656
依法,太原煤炭气化（集团）晋中燃气有限公司、晋中市中心城区洁源天然气有限公司年度民用户、工、营、福燃气安装工程施工及小型维抢修、燃气改造施工(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260206,太原煤炭气化（集团）晋中燃气有限公司、晋中市中心城区洁源天然气有限公司年度民用户、工、营、福燃气安装工程施工及小型维抢修、燃气改造施工（招标编号：HXZB-GC20260206），确定001第一标段的中标人如下:,山西德华建设工程有限公司,162805.28元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-03-13 11:24:58,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2032286894964985856
依法,太原煤炭气化（集团）晋中燃气有限公司、晋中市中心城区洁源天然气有限公司年度民用户、工、营、福燃气安装工程施工及小型维抢修、燃气改造施工(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260206,太原煤炭气化（集团）晋中燃气有限公司、晋中市中心城区洁源天然气有限公司年度民用户、工、营、福燃气安装工程施工及小型维抢修、燃气改造施工（招标编号：HXZB-GC20260206），确定002第二标段的中标人如下:,河南万佳建设工程有限公司,164757.75元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-03-13 11:22:46,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2032287155548704768
